-0.0335,-0.0628,-0.1290,0.0035,0,0
0.0936,-0.0601,-0.1257,0.0038,0,0
0.2577,-0.0594,-0.1210,0.0037,0,0
0.3827,-0.0577,-0.1195,0.0039,0,0
0.5142,-0.0573,-0.1206,0.0040,0,0
0.6619,-0.0555,-0.1243,0.0041,0,0
0.8089,-0.0575,-0.1245,0.0037,0,0
0.9543,-0.0583,-0.1252,0.0036,0,0
1.0990,-0.0570,-0.1217,0.0037,0,0
1.2463,-0.0573,-0.1222,0.0035,0,0
1.3703,-0.0594,-0.1211,0.0037,0,0
1.5212,-0.0580,-0.1213,0.0039,0,0
1.6568,-0.0541,-0.1169,0.0040,0,0
1.7908,-0.0551,-0.1186,0.0039,0,0
1.9457,-0.0487,-0.1262,0.0040,0,0
2.1067,-0.0533,-0.1218,0.0037,0,0
2.2426,-0.0536,-0.1221,0.0034,0,0
2.3871,-0.0534,-0.1200,0.0036,0,0
2.5043,-0.0549,-0.1244,0.0036,0,0
2.6615,-0.0471,-0.1218,0.0039,0,0
2.8065,-0.0555,-0.1263,0.0036,0,0
2.9566,-0.0449,-0.1174,0.0038,0,0
3.0884,-0.0496,-0.1132,0.0038,0,0
3.2489,-0.0423,-0.1132,0.0040,0,0
3.3762,-0.0457,-0.1147,0.0039,0,0
3.5224,-0.0429,-0.1154,0.0039,0,0
3.6626,-0.0456,-0.1174,0.0037,0,0
3.8145,-0.0470,-0.1181,0.0035,0,0
3.9351,-0.0387,-0.1222,0.0039,0,0
4.0902,-0.0405,-0.1151,0.0043,0,0
4.2291,-0.0398,-0.1139,0.0038,0,0
4.3791,-0.0425,-0.1203,0.0039,0,0
4.5036,-0.0390,-0.1200,0.0040,0,0
4.6489,-0.0403,-0.1165,0.0043,0,0
4.7970,-0.0389,-0.1243,0.0042,0,0
4.9381,-0.0362,-0.1168,0.0040,0,0
5.0922,-0.0389,-0.1102,0.0039,0,0
5.2189,-0.0400,-0.1108,0.0038,0,0
5.3804,-0.0365,-0.1098,0.0041,0,0
5.5140,-0.0388,-0.1092,0.0037,0,0
5.6533,-0.0379,-0.1098,0.0037,0,0
5.7915,-0.0350,-0.1104,0.0039,0,0
5.9435,-0.0316,-0.1114,0.0037,0,0
6.0799,-0.0325,-0.1145,0.0037,0,0
6.2303,-0.0357,-0.1141,0.0037,0,0
6.3638,-0.0358,-0.1120,0.0035,0,0
